	origin	Formula	Neutral_mass	mz	md	inclusion
HMDB09894	LIPID	C47H83O13P	886.5571293	885.5498527	0.5498527	n
HMDB09900	LIPID	C47H83O13P	886.5571293	885.5498527	0.5498527	n
HMDB09912	LIPID	C47H83O13P	886.5571293	885.5498527	0.5498527	n
HMDB09914	LIPID	C47H83O13P	886.5571293	885.5498527	0.5498527	n
HMDB43451	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43536	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43621	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43654	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43677	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43682	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43710	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43732	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43738	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43766	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43787	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB43794	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB48090	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB48136	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB48376	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB48378	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB52514	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB52645	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB52750	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB52757	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB52764	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB52871	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB53063	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB53091	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB53182	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB53366	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB53479	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB53570	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB53582	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB54030	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB54919	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB55160	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB55254	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB55268	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB55366	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB55542	LIPID	C58H94O6	886.7050407	885.6977641	0.6977641	n
HMDB55518	LIPID	C59H98O5	886.7414262	885.7341496	0.7341496	n
HMDB55533	LIPID	C59H98O5	886.7414262	885.7341496	0.7341496	n
HMDB55784	LIPID	C59H98O5	886.7414262	885.7341496	0.7341496	n
HMDB05383	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB05388	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB05397	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB05403	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB05424	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB05437	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB10445	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB10446	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB42171	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB42315	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB42344	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB42374	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB42402	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB42460	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB42461	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB42489	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB42664	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB43090	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB43092	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB43398	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB43456	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB43903	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44037	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44064	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44090	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44144	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44145	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44199	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44226	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44389	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44685	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44867	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44892	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44917	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44918	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44944	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB44970	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB45023	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB45514	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB45516	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB45666	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB45690	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB45691	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB45715	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB45741	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB45766	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB46435	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB46436	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB46459	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB46483	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB46508	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB47175	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB47198	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB47777	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB47799	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB47820	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB47841	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB47842	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB47863	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB48419	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB48462	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB48502	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB48503	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB48523	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB49076	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB49116	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB49704	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB49742	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB49761	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB50300	LIPID	C57H106O6	886.7989411	885.7916645	0.7916645	n
HMDB43568	LIPID	C58H110O5	886.8353266	885.82805	0.82805	n
HMDB43820	LIPID	C58H110O5	886.8353266	885.82805	0.82805	n
HMDB45099	LIPID	C58H110O5	886.8353266	885.82805	0.82805	n
HMDB45153	LIPID	C58H110O5	886.8353266	885.82805	0.82805	n
HMDB45463	LIPID	C58H110O5	886.8353266	885.82805	0.82805	n
HMDB45465	LIPID	C58H110O5	886.8353266	885.82805	0.82805	n
HMDB52455	LIPID	C58H110O5	886.8353266	885.82805	0.82805	n
HMDB53315	LIPID	C58H110O5	886.8353266	885.82805	0.82805	n
HMDB54360	LIPID	C58H110O5	886.8353266	885.82805	0.82805	n
HMDB08583	LIPID	C52H90NO8P	887.6404054	886.6331288	0.6331288	n
HMDB08614	LIPID	C52H90NO8P	887.6404054	886.6331288	0.6331288	n
HMDB08615	LIPID	C52H90NO8P	887.6404054	886.6331288	0.6331288	n
HMDB08678	LIPID	C52H90NO8P	887.6404054	886.6331288	0.6331288	n
HMDB08711	LIPID	C52H90NO8P	887.6404054	886.6331288	0.6331288	n
HMDB08743	LIPID	C52H90NO8P	887.6404054	886.6331288	0.6331288	n
HMDB09940	LIPID	C41H78O16P2	888.4765095	887.4692329	0.4692329	n
HMDB09792	LIPID	C47H85O13P	888.5727793	887.5655027	0.5655027	n
HMDB09813	LIPID	C47H85O13P	888.5727793	887.5655027	0.5655027	n
HMDB09814	LIPID	C47H85O13P	888.5727793	887.5655027	0.5655027	n
HMDB09852	LIPID	C47H85O13P	888.5727793	887.5655027	0.5655027	n
HMDB09872	LIPID	C47H85O13P	888.5727793	887.5655027	0.5655027	n
HMDB09880	LIPID	C47H85O13P	888.5727793	887.5655027	0.5655027	n
HMDB09887	LIPID	C47H85O13P	888.5727793	887.5655027	0.5655027	n
HMDB09907	LIPID	C47H85O13P	888.5727793	887.5655027	0.5655027	n
HMDB42539	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB42599	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB42916	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB42918	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43333	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43445	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43450	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43507	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43529	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43535	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43592	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43613	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43620	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43648	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43653	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43676	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43703	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43709	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43725	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43731	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43758	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB43765	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48084	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48089	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48130	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48135	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48238	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48240	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48353	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48355	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48761	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48805	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48992	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB48994	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB50901	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB52409	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB52508	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB52513	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB52527	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB52637	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB52644	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB52742	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB52749	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB52865	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB52870	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53055	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53062	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53070	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53083	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53090	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53168	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53275	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53360	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53365	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53377	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53478	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53569	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53673	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB54023	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB54029	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB54652	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB54918	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB55159	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB55267	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB55541	LIPID	C58H96O6	888.7206908	887.7134142	0.7134142	n
HMDB53222	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB53261	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB54286	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB54336	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB55336	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB55354	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB55476	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB55512	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB55532	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB55660	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB55752	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB55780	LIPID	C59H100O5	888.7570763	887.7497997	0.7497997	n
HMDB05368	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB05381	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB05395	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB05422	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB10433	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB30970	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB34386	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42135	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42164	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42192	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42220	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42221	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42249	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42307	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42336	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42366	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42395	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42454	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB42483	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB43002	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB43366	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB43841	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB43896	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB43948	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB43949	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB43975	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44002	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44029	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44056	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44083	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44138	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44193	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44678	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44730	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44781	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44807	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44859	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44885	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44911	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB44938	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB45484	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB45534	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB45535	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB45559	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB45584	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB45659	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB46260	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB46261	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB46309	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB46333	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB47007	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB47054	LIPID	C57H108O6	888.8145912	887.8073146	0.8073146	n
HMDB43365	LIPID	C58H112O5	888.8509767	887.8437001	0.8437001	n
HMDB43813	LIPID	C58H112O5	888.8509767	887.8437001	0.8437001	n
HMDB51441	LIPID	C58H112O5	888.8509767	887.8437001	0.8437001	n
HMDB08520	LIPID	C52H92NO8P	889.6560554	888.6487788	0.6487788	n
HMDB08551	LIPID	C52H92NO8P	889.6560554	888.6487788	0.6487788	n
HMDB08581	LIPID	C52H92NO8P	889.6560554	888.6487788	0.6487788	n
HMDB08582	LIPID	C52H92NO8P	889.6560554	888.6487788	0.6487788	n
HMDB08613	LIPID	C52H92NO8P	889.6560554	888.6487788	0.6487788	n
HMDB08645	LIPID	C52H92NO8P	889.6560554	888.6487788	0.6487788	n
HMDB08677	LIPID	C52H92NO8P	889.6560554	888.6487788	0.6487788	n
HMDB08710	LIPID	C52H92NO8P	889.6560554	888.6487788	0.6487788	n
HMDB08742	LIPID	C52H92NO8P	889.6560554	888.6487788	0.6487788	n
HMDB08807	LIPID	C52H92NO8P	889.6560554	888.6487788	0.6487788	n
HMDB09791	LIPID	C47H87O13P	890.5884294	889.5811528	0.5811528	n
HMDB09812	LIPID	C47H87O13P	890.5884294	889.5811528	0.5811528	n
HMDB09829	LIPID	C47H87O13P	890.5884294	889.5811528	0.5811528	n
HMDB09841	LIPID	C47H87O13P	890.5884294	889.5811528	0.5811528	n
HMDB09851	LIPID	C47H87O13P	890.5884294	889.5811528	0.5811528	n
HMDB09867	LIPID	C47H87O13P	890.5884294	889.5811528	0.5811528	n
HMDB09870	LIPID	C47H87O13P	890.5884294	889.5811528	0.5811528	n
HMDB09871	LIPID	C47H87O13P	890.5884294	889.5811528	0.5811528	n
HMDB09876	LIPID	C47H87O13P	890.5884294	889.5811528	0.5811528	n
HMDB09905	LIPID	C47H87O13P	890.5884294	889.5811528	0.5811528	n
HMDB42533	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB42538	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB42593	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB42598	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB42736	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB42738	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB42886	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB42888	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43248	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43277	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43326	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43332	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43444	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43500	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43506	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43522	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43528	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43584	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43591	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43647	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43696	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43702	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43780	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB43781	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB44273	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB44329	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB44570	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB44572	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48083	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48129	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48215	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48217	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48760	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48798	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48804	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48838	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48840	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48970	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB48972	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB49112	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB49402	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB49444	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB49582	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB49584	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB49739	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB50015	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB50055	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB50186	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB50188	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB50894	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB50900	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB52403	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB52408	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB52507	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB52520	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB52526	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB52540	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB52555	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB52864	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB53269	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB53274	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB53299	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB53359	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB53370	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB53376	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB53388	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB53401	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
HMDB53666	LIPID	C58H98O6	890.7363409	889.7290643	0.7290643	n
