	origin	Formula	Neutral_mass	mz	md	inclusion
HMDB50814	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50820	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50957	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51077	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51082	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51117	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51219	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51236	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51242	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51327	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51338	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51625	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51689	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51694	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51727	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51737	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51743	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51776	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51785	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51792	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51808	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51813	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51824	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51839	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51845	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51855	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51870	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB51877	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB52231	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB52297	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB52306	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB52312	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB52327	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB52335	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB52342	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB52927	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53033	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53038	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53051	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53130	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53143	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53711	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53789	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53794	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53817	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53883	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53894	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53900	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB53955	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54059	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54064	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54074	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54135	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54145	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54155	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54161	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54171	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54211	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54439	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54449	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54466	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54502	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54526	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54554	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54572	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54668	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54673	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54681	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54721	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54730	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54743	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54760	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54822	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54944	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB54951	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB55014	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB55188	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB55243	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB55249	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB55390	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB55395	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB55442	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB55558	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB55562	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB55601	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB43153	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB43350	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB43378	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB43545	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB44842	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB44844	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB45076	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB45130	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB45618	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB45620	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB45868	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB45920	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB46366	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB46368	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB47043	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB47086	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB47088	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB51426	LIPID	C64H120O6	984.9084916	983.901215	0.901215	n
HMDB46780	LIPID	C65H124O5	984.9448771	983.9376005	0.9376005	n
HMDB46996	LIPID	C65H124O5	984.9448771	983.9376005	0.9376005	n
HMDB50584	LIPID	C65H124O5	984.9448771	983.9376005	0.9376005	n
HMDB50854	LIPID	C65H124O5	984.9448771	983.9376005	0.9376005	n
HMDB51645	LIPID	C65H124O5	984.9448771	983.9376005	0.9376005	n
HMDB51901	LIPID	C65H124O5	984.9448771	983.9376005	0.9376005	n
HMDB52108	LIPID	C65H124O5	984.9448771	983.9376005	0.9376005	n
HMDB54400	LIPID	C65H124O5	984.9448771	983.9376005	0.9376005	n
HMDB45233	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB45253	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB45441	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB45807	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB45812	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB45963	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB45968	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB45988	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46038	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46044	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46057	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46063	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46144	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46187	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46193	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46577	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46673	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46678	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46727	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46745	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46751	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46800	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46817	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46824	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46848	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46853	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46872	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46895	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46901	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46913	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46919	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46942	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB46949	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB47409	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB47479	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB47577	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB47594	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB47600	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB47623	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB47639	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB47646	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB48741	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB49035	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB49364	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB49505	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB49510	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB49545	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB49650	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB49664	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB49979	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50113	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50118	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50151	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50251	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50264	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50526	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50538	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50652	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50695	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50700	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50706	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50803	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50832	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50951	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50956	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB50973	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51076	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51093	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51110	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51116	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51133	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51201	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51212	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51229	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51235	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51303	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51320	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51576	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51593	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51618	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51624	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51688	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51720	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51726	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51736	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51768	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51775	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51807	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB51838	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52059	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52119	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52178	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52184	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52215	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52223	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52230	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52290	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52296	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52305	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52319	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52326	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52921	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52926	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB52939	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53032	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53044	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53050	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53705	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53710	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53721	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53788	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53799	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53810	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53816	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53827	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53871	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB53893	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54058	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54067	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54073	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54083	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54170	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54379	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54433	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54438	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54443	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54448	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54457	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54545	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54581	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54667	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54680	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54688	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54759	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB54950	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB55187	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB55193	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB55248	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB55394	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB55561	LIPID	C65H110O6	986.8302413	985.8229647	0.8229647	n
HMDB43118	LIPID	C64H122O6	986.9241416	985.916865	0.916865	n
HMDB43146	LIPID	C64H122O6	986.9241416	985.916865	0.916865	n
HMDB43342	LIPID	C64H122O6	986.9241416	985.916865	0.916865	n
HMDB43370	LIPID	C64H122O6	986.9241416	985.916865	0.916865	n
HMDB46290	LIPID	C64H122O6	986.9241416	985.916865	0.916865	n
HMDB47036	LIPID	C64H122O6	986.9241416	985.916865	0.916865	n
HMDB45866	LIPID	C65H126O5	986.9605271	985.9532505	0.9532505	n
HMDB46241	LIPID	C65H126O5	986.9605271	985.9532505	0.9532505	n
HMDB46605	LIPID	C65H126O5	986.9605271	985.9532505	0.9532505	n
HMDB46989	LIPID	C65H126O5	986.9605271	985.9532505	0.9532505	n
HMDB47292	LIPID	C65H126O5	986.9605271	985.9532505	0.9532505	n
HMDB47706	LIPID	C65H126O5	986.9605271	985.9532505	0.9532505	n
HMDB50432	LIPID	C65H126O5	986.9605271	985.9532505	0.9532505	n
HMDB51509	LIPID	C65H126O5	986.9605271	985.9532505	0.9532505	n
HMDB51996	LIPID	C65H126O5	986.9605271	985.9532505	0.9532505	n
HMDB52829	LIPID	C66H100O6	988.7519909	987.7447143	0.7447143	n
HMDB53639	LIPID	C66H100O6	988.7519909	987.7447143	0.7447143	n
HMDB55927	LIPID	C66H100O6	988.7519909	987.7447143	0.7447143	n
HMDB44247	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB44625	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB45044	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB45227	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB45232	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB45279	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB45414	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB45434	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB45787	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB45806	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB45962	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46019	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46031	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46037	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46169	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46212	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46504	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46529	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46570	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46576	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46672	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46720	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46726	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46738	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46744	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46792	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46799	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46847	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46888	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46894	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46960	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB46961	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47219	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47311	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47402	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47408	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47455	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47471	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47478	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47570	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47576	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47587	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47593	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47615	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47622	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB47679	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB48565	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB48735	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB48740	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB48903	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49013	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49196	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49358	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49363	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49383	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49504	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49524	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49538	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49623	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49643	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49819	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49973	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49978	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB49997	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50112	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50131	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50144	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50225	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50244	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50393	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50520	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50525	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50562	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50670	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50688	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50694	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50718	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50784	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50796	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50813	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50950	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50966	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50972	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB50989	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB51086	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB51103	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB51109	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB51125	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB51132	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
HMDB51159	LIPID	C65H112O6	988.8458913	987.8386147	0.8386147	n
